airport-id,airport-name,latitude,longitude
FOR,Fortaleza                               ,-3.7761,-38.5325
FOS,FORREST,-30.8394,128.1136
FPM,MELUN/VILLAROCHE,48.6053,2.6708
FPO,Freeport,26.5587,-78.6956
FPR,FT PIERCE ST LUCIE CO INTL,27.495,-80.3683
FRA,Frankfurt International Apt             ,50.0333,8.5705
FRB,FORBES,-33.3633,147.935
FRC,FRANCA,-20.5897,-47.3819
FRD,Friday Harbor                           ,48.522,-123.0244
FRE,Fera Island                             ,-8.1075,159.5772
FRG,FARMINGDALE/REPUBLIC,40.7288,-73.4134
FRL,FORLI,44.1964,12.0706
FRO,Floro                                   ,61.5836,5.0247
FRS,Flores,16.9233,-89.87
FRU,Bishkek,43.0617,74.4783
FRW,Francistown                             ,-21.1608,27.4821
FRZ,FRITZLAR,51.1145,9.2858
FSC,Figari,41.5022,9.0967
FSD,Sioux Falls,43.582,-96.7419
FSK,FORT SCOTT MUNI,37.7984,-94.7694
FSM,Fort Smith,35.3366,-94.3674
FSP,St Pierre,46.7632,-56.1743
FSS,KINLOSS,57.65,-3.5517
FSZ,Shizuoka,34.7961,138.1894
FTA,Futuna Island                           ,-19.5164,170.2319
FTE,El Calafate                             ,-50.2803,-72.0531
FTG,FRONT RANGE DENVER,39.7852,-104.5431
FTK,GODMAN AAF (FT. KNOX),37.9071,-85.972
FTU,Tolanaro,-25.0381,46.9561
FTW,FORT WORTH/MEACHAM INTL,32.8198,-97.3624
FTY,ATLANTA/FULTON COUNTY,33.7792,-84.5222
FUE,Fuerteventura                           ,28.4527,-13.8638
FUG,Fuyang,32.8817,115.7339
FUJ,Fukue,32.6664,128.8328
FUK,Fukuoka,33.5844,130.4517
FUN,Funafuti Atol,-8.525,179.195
FUO,Foshan,23.0833,113.0708
FUT,Futuna,-14.3114,-178.0661
FVM,Fuvahmulak                              ,-0.309,73.432
FWA,Fort Wayne Baer Field,40.9785,-85.1951
FWC,FAIRFIELD MUNI,38.3786,-88.4128
FWH,CARSWELL AFB,32.7683,-97.4417
FXE,FORT LAUDERDALE EXECUTIVE,26.1973,-80.1707
FYT,FAYA LARGEAU,17.9161,19.1089
FYU,Fort Yukon                              ,66.5715,-145.2504
FYV,FAYETTEVILLE DRAKE FLD,36.0053,-94.17
FZO,BRISTOL/FILTON,51.5194,-2.5908
GAD,NE ALABAMA RGNL AIRPORT,33.9726,-86.089
GAE,GABES,33.8833,10.1167
GAF,GAFSA/KSAR,34.4156,8.8136
GAH,GAYNDAH,-25.6153,151.6228
GAJ,Yamagata,38.4119,140.3711
GAL,Galena                                  ,64.7362,-156.9373
GAM,Gambell,63.7668,-171.7328
GAN,Gan Island                              ,-0.6933,73.1556
GAO,Guantanamo Los Canos Apt                ,20.0853,-75.1583
GAQ,GAO,16.2483,0.0058
GAU,Guwahati                                ,26.1044,91.5886
GAX,  Gamba,-2.767,9.983
GAY,GAYA,24.7481,84.9425
GBB,Gabala                                  ,40.8088,47.7252
GBD,Great Bend                              ,38.3443,-98.8592
GBE,Gaborone,-24.5558,25.9189
GBJ,MARIE GALANTE,15.8686,-61.2722
GBT,Gorgan                                  ,36.9094,54.4014
GCC,Gillette,44.3489,-105.5394
GCI,Guernsey,49.435,-2.602
GCJ,GRAND CENTRAL,-25.9871,28.1405
GCK,Garden City,37.9275,-100.7243
GCM,Grand Cayman Island                     ,19.2924,-81.3592
GCN,Grand Canyon National Park Apt,35.9523,-112.147
GCO,CONCEPCION/CARMELO PERALTA,-23.44,-57.4267
GCW,Grand Canyon West,35.9903,-113.8164
GDE,Gode                                    ,5.9351,43.5786
GDG,MAGDAGACHI,53.4667,125.8133
GDL,Guadalajara                             ,20.5214,-103.3108
GDN,Gdansk,54.3776,18.4662
GDO,GUASDUALITO,7.2333,-70.8
GDQ,Gonder                                  ,12.5199,37.434
GDT,Grand Turk,21.4445,-71.1423
GDV,Glendive,47.1386,-104.8072
GDX,Magadan                                 ,59.91,150.7183
GDZ,Gelendzhik,44.5703,38.0122
GEA,Noumea Magenta Apt,-22.2631,166.4681
GEC,GECITKALE,35.2333,33.7328
GEG,Spokane International Apt               ,47.6198,-117.5337
GEL,Santo Angelo,-28.2817,-54.1683
GEO,Georgetown                              ,6.4989,-58.2544
GER,Nueva Gerona,21.8383,-82.7792
GES,General Santos                          ,6.1075,125.2328
GET,Geraldton,-28.7975,114.7061
GEV,Gallivare                               ,67.1331,20.8122
GEY,SOUTH BIG HORN CO.,44.5168,-108.0828
GFA,GREAT FALLS/MALMSTROM AFHP,47.5046,-111.1873
GFF,Griffith                                ,-34.2517,146.0667
GFK,Grand Forks,47.9493,-97.1761
GFL,GLENS FALLS FLOYD BENNETT MEML,43.3411,-73.6103
GFN,Grafton,-29.7633,153.0286
GFY,GROOTFONTEIN,-19.6,18.1333
GGG,Longview,32.384,-94.7115
GGM,Kakamega                                ,0.2664,34.7833
GGS,GOBERNADOR GREGORES,-48.7836,-70.1608
GGT,George Town                             ,23.5626,-75.878
GGW,Glasgow,48.2125,-106.6147
GHA,Ghardaia,32.3817,3.7994
GHB,Governors Harbour,25.2847,-76.331
GHC,  Bullock Harbour,25.7383,-77.8401
GHE,Garachine,8.067,-78.367
GHF,GIEBELSTADT AAF,49.6483,9.9667
GHT,Ghat                                    ,25.1369,10.145
GHU,GUALEGUAYCHU,-33.0108,-58.6125
GIB,Gibraltar                               ,36.15,-5.35
GIC,  Boigu Island,-9.2333,142.2183
GIG,Rio de Janeiro International Apt,-22.81,-43.2506
GII,SIGUIR,11.4011,-9.1868
GIL,Gilgit                                  ,35.9244,74.3403
GIR,GIRARDOT / SANTIAGO VILA,4.2761,-74.7958
GIS,Gisborne,-38.6633,177.9783
GIZ,Jazan                                   ,16.9011,42.5858
GJA,Guanaja,16.4454,-85.9066
GJL,Jijel,36.7944,5.8736
GJM,GUAJARA-MIRIM,-10.7881,-65.2811
GJT,Grand Junction                          ,39.1224,-108.5267
GKA,Goroka                                  ,-6.0844,145.3966
GKE,GEILENKIRCHEN,50.9608,6.0425
GKK,Kooddoo Atoll                           ,0.7308,73.4331
GKN,GULKANA,62.1549,-145.4566
GLA,Glasgow International Airport           ,55.8719,-4.4331
GLD,GOODLAND RENNER FLD (GOD.MUNI),39.3706,-101.6989
GLE,GAINESVILLE MUNI,33.6514,-97.1969
GLF,Golfito                                 ,8.6538,-83.1805
GLH,Greenville                              ,33.4828,-90.9856
GLI,GLEN INNES,-29.6767,151.6917
GLK,Galcaio,6.7808,47.4547
GLN,Guelmime,29.0267,-10.0503
GLO,Gloucester/Cheltenham                   ,51.8942,-2.1672
GLS,GALVESTON INTL-SCHOLES FLD,29.2653,-94.8604
GLT,Gladstone,-23.8714,151.2217
GLV,Golovin                                 ,64.5505,-163.0072
GLZ,BREDA/GILZE-RIJEN,51.5681,4.9331
GMA,GEMENA,3.2667,19.7667
GMB,Gambela,8.1173,34.5634
GME,Gomel,52.5272,31.0183
GMI,  Gasmata Island,-6.2711,150.3306
GML,KYIV/ANTONOV-GOSTOMEL,50.5983,30.1967
GMN,GREYMOUTH,-42.4617,171.19
GMO,Gombe,10.2894,11.1717
GMP,Seoul Gimpo International Airport,37.5569,126.7975
GMR,Totegegie,-23.0833,-134.8833
GMU,GREENVILLE DOWNTOWN,34.8481,-82.35
GMZ,San Sebastian/Gomera,28.0296,-17.2146
GNA,Grodno,53.6017,24.055
GNB,GRENOBLE ST GEOIRS,45.3631,5.3328
GND,Grenada                                 ,12.0039,-61.7861
GNE,GHANZI,-21.7,21.6667
GNI,LYUDAO,22.6744,121.4583
GNM,GUANAMBI,-14.2064,-42.7506
GNR,GENERAL ROCA/FUERTE GRAL ROCA,-38.9833,-67.6
GNS,Gunungsitoli,1.1664,97.7047
GNT,GRANTS-MILAN MUNI,35.1653,-107.9006
GNU,Goodnews Bay,59.1174,-161.5774
GNV,Gainesville,29.69,-82.2719
GNY,Sanliurfa,37.0919,38.8462
GOA,Genoa,44.4131,8.8378
GOH,Nuuk                                    ,64.1909,-51.6781
GOI,Goa                                     ,15.3797,73.8278
GOJ,Nizhny Novgorod,56.23,43.7833
GOM,GOMA,-1.6709,29.2384
GON,GROTON/NEW LONDON,41.33,-72.0451
GOO,GOONDIWINDI,-28.5217,150.32
GOP,Gorakhpur,26.7397,83.4497
GOQ,Golmud                                  ,34.6333,98.8667
GOT,Goteborg Landvetter Apt                 ,57.66,12.2911
GOU,Garoua                                  ,9.3367,13.3811
GOV,Nhulunbuy,-12.27,136.8183
GOY,GOYA,-29.1,-59.25
GOZ,GORNA/ORYAHOVITSA,43.1517,25.7117
GPA,Patrai,38.15,21.4167
GPB,GUARAPUAVA,-25.3881,-51.5244
GPI,Guapi,2.5701,-77.8986
GPO,GENERAL PICO,-35.6875,-63.7417
GPS,Baltra Island,-0.4539,-90.2658
GPT,Gulfport/Biloxi,30.4073,-89.0701
GPZ,Grand Rapids,47.2111,-93.5098
GRB,Green Bay,44.4851,-88.1296
GRF,GRAY AAF AIRPORT FT LEWIS,47.0792,-122.5807
GRI,Grand Island                            ,40.9675,-98.3096
GRJ,George,-34.0111,22.3806
GRK,Killeen Gray AAF,31.0672,-97.8289
GRO,Girona                                  ,41.901,2.7605
GRP,GURUPI,-11.7433,-49.125
GRQ,Groningen,53.125,6.5833
GRR,Grand Rapids                            ,42.8808,-85.5228
GRS,GROSSETO,42.7597,11.0719
GRU,Sao Paulo Guarulhos Intl Apt,-23.4356,-46.4731
GRV,Grozny,43.333,45.7
GRW,Graciosa Island                         ,39.0922,-28.0298
GRX,Granada                                 ,37.1887,-3.7774
GRY,GRIMSEY,66.5547,-18.0175
GRZ,Graz,46.9931,15.4392
GSB,GOLDSBORO/SEYMOUR JOHNSON AFB,35.3393,-77.9607
GSE,Goteborg City Apt,57.7756,11.8706
GSM,Gheshm Island,26.7519,55.8972
GSO,Greensboro/High Point                   ,36.0977,-79.9373
GSP,Greenville/Spartanburg Apt              ,34.8956,-82.2188
GSQ,SHARK EL-OWINAT,22.5833,28.7161
GST,Gustavus Apt,58.4243,-135.7073
GSU,GEDAREF,14.1333,35.3167
GTA,Gatokae                                 ,-8.75,158.2
GTB,WHEELER SACK AAF,44.0556,-75.7195
GTE,Groote Eylandt,-13.975,136.46
GTF,Great Falls International Apt,47.482,-111.3707
GTH,CAIRO WEST MIL,30.1167,30.9167
GTO,Gorontalo                               ,0.6383,122.8522
GTR,Columbus Golden Triangle Regional Apt,33.4503,-88.5914
GTS,The Granites,-26.95,133.6
GTZ,Grumeti,-2.0169,34.221
GUA,Guatemala City                          ,14.5817,-90.5267
GUC,Gunnison,38.5339,-106.933
GUH,GUNNEDAH,-30.9611,150.2506
GUI,GUIRIA ALMIRANTE/C. COLON,10.58,-62.3183
GUJ,GUARATINGUETA,-22.7911,-45.2039
GUL,GOULBURN,-34.8089,149.7278
GUM,Guam Antonio B Won Pat International,13.4839,144.7972
GUP,GALLUP MUNI,35.5111,-108.7893
GUQ,GUANARE,9.0167,-69.7333
GUR,Alotau,-10.3104,150.3341
GUT,GUTERSLOH,51.9237,8.3075
GUW,Atyrau,47.1219,51.8214
GUY,GUYMON MUNI,36.6853,-101.5078
GUZ,GUARAPARI,-20.65,-40.4917
GVA,Geneva,46.2383,6.1094
GVE,GORDONSVILLE MUNI,38.1567,-78.165
GVN,Sovetskaya Gavan,48.58,140.18
GVR,Governador Valadares,-18.8947,-41.9817
GVT,GREENVILLE MAJORS,33.0678,-96.0653
GVX,GAVLE,60.5933,16.9514
GWD,Gwadar,25.2333,62.3295
GWE,GWERU/THORNHILL,-19.4417,29.8583
GWL,  Gwalior,26.2933,78.2278
GWO,GREENWOOD/LEFLORE,33.495,-90.085
GWT,Westerland,54.9116,8.3424
GWY,GALWAY,53.3002,-8.9412
GXF,Sayun,15.9636,48.785
GXG,NEGAGE,-7.7667,15.3
GXQ,COYHAIQUE/TENIENTE VIDAL,-45.5928,-72.1019
GYA,Guayaramerin                            ,-10.8217,-65.3458
GYD,Baku Heydar Aliyev International Apt,40.4675,50.0467
GYE,Guayaquil,-2.1581,-79.8839
GYH,DONALDSON CENTER AIRPORT,34.7583,-82.3764
GYI,  Gisenyi,-1.6772,29.2589
GYL,ARGYLE,-16.6369,128.45
GYM,GUAYMAS,27.9693,-110.9178
GYN,Goiania,-16.6297,-49.2267
GYP,GYMPIE,-26.2833,152.7
GYR,PHOENIX GOODYEAR,33.4237,-112.3745
GYS,Guangyuan,32.3911,105.7017
GYY,Chicago Gary International Apt          ,41.6163,-87.4128
GZA,GAZA INTL,31.2464,34.2761
GZO,Gizo SB,-8.097,156.863
GZP,Gazipasa,36.2992,32.3006
GZT,Gaziantep,36.9489,37.4792
HAA,Hasvik                                  ,70.4867,22.1397
HAC,Hachijo Jima                            ,33.115,139.7856
HAD,Halmstad,56.6908,12.82
HAE,  Supai Village,36.1916,-113.0924
HAH,Moroni Prince Said Ibrahim              ,-11.5365,43.2713
HAJ,Hannover,52.4602,9.6835
HAK,Haikou                                  ,19.9333,110.4567
HAM,Hamburg Airport                         ,53.6303,9.9883
HAN,Hanoi,21.2217,105.8056
HAQ,Hanimaadhoo                             ,6.7464,73.1686
HAS,Hail                                    ,27.4398,41.6863
HAU,Haugesund,59.3432,5.2125
HAV,Havana                                  ,22.9892,-82.4092
HAW,HAVERFORDWEST,51.8331,-4.9611
HBA,Hobart,-42.8367,147.51
HBE,Alexandria Borg el Arab                 ,30.9181,29.6958
HBR,HOBART,34.9914,-99.0514
HBX,Hubli                                   ,15.3617,75.0849
HCN,Hengchun,22.0411,120.7302
HCQ,HALLS CREEK,-18.2333,127.67
HCR,Holy Cross,62.1883,-159.7749
HDB,HEIDELBERG AAF,49.3933,8.6517
HDD,HYDERABAD,25.3,68.3833
HDF,Heringsdorf                             ,53.8787,14.1523
HDG,Handan                                  ,36.6,114.46
HDM,HAMADAN,34.8694,48.5506
HDN,Hayden,40.5203,-107.3047
HDO,HONDO MUNI,29.3594,-99.1767
HDS,Hoedspruit,-24.3546,31.0504
HDY,Hat Yai                                 ,6.9328,100.395
HEA,Herat                                   ,34.2161,62.2264
HEH,Heho                                    ,20.7433,96.793
HEI,  Heide-B�sum,54.155,8.9033
HEK,Heihe,50.25,127.3
HEL,Helsinki-Vantaa,60.3172,24.9633
HEM,HELSINKI/MALMI,60.2539,25.0442
HEN,Helsinki Heliport,60.1478,24.9242
HER,Irakleion                               ,35.3397,25.1803
HET,Hohhot,40.8517,111.825
HEW,ATHENS/CENTRAL,37.8958,23.7278
HEZ,HARDY-ANDERS FLD/NATCHEZ-ADAMS,31.6133,-91.2967
HFA,HAIFA,32.8094,35.0431
HFD,HARTFORD BRAINARD,41.7367,-72.6333
HFE,Hefei                                   ,31.7833,117.3
HFN,HOFN/HORNAFFJOROUR,64.2956,-15.2272
HFS,HAGFORS,60.0211,13.5789
HFT,Hammerfest                              ,70.6797,23.6686
HGA,Hargeisa,9.4878,44.0875
HGD,Hughenden,-20.8164,144.2242
HGH,Hangzhou,30.2283,120.4317
HGL,HELGOLAND-DUENE,54.1853,7.9158
HGN,Mae Hong Son,19.3017,97.975
HGR,Hagerstown,39.7085,-77.7265
HGU,Mount Hagen                             ,-5.8333,144.3
HHA,  Changsha,28.1892,113.2196
HHE,HACHINOHE,40.5522,141.4672
HHH,Hilton Head Island,32.2244,-80.6975
HHN,Frankfurt Hahn Airport                  ,49.9487,7.2639
HHP,H K Heliport,22.25,114.1833
HHQ,Hua Hin,12.6303,99.9533
HHR,NORTHROP/HAWTHORNE MUNICIPAL,33.9233,-118.335
HHZ,Hikueru                                 ,-17.5447,-142.6144
HIA,Huai'an                                 ,33.53,119.23
HIB,Hibbing/Chisholm,47.3867,-92.8389
HID,Horn Island,-10.5881,142.2889
HIF,OGDEN/HILL AFB,41.1239,-111.973
HIJ,Hiroshima International Apt,34.436,132.9194
HIK,HICKAM,21.3187,-157.9224
HIL,  Shilabo,6.0775,44.7639
HIN,Jinju,35.0914,128.0761
HIO,PORTLAND/HILLSBORO,45.5404,-122.9498
HIR,Honiara,-9.4183,160.0533
HIS,  Hayman Island,-20.06,148.8814
HIW,HIROSHIMANISHI,34.3668,132.4139
HIX,HIVA-HOA,-9.7722,-139.0147
HJJ,Huaihua,27.11,109.04
HJR,Khajuraho                               ,24.8194,79.92
HKB,Healy Lake,63.8676,-148.9688
HKD,Hakodate,41.77,140.8219
HKG,Hong Kong International Apt             ,22.3089,113.9146
HKK,Hokitika,-42.7136,170.9853
HKN,Hoskins                                 ,-5.4622,150.4049
HKT,Phuket                                  ,8.1125,98.3093
HKY,HICKORY REGIONAL,35.7411,-81.3894
HLA,Johannesburg Lanseria International Apt,-25.9333,27.9222
HLC,HILL CITY MUNI,39.3789,-99.8314
HLD,Hailar                                  ,49.205,119.825
HLF,HULTSFRED-VIMMERBY,57.5258,15.8233
HLG,WHEELING OHIO CO,40.175,-80.6464
HLH,Ulanhot,46.083,122.017
HLN,Helena,46.6067,-111.9827
HLP,JAKARTA HALIM INTL,-6.2675,106.8864
HLT,Hamilton,-37.645,142.0583
HLU,HOUAILOU-NESSON,-21.2564,165.6175
HLZ,Hamilton,-37.8664,175.3353
HMA,Khanty-Mansiysk,61.0283,69.0867
HMB,Sohag,22.5806,28.7207
HME,Hassi Messaoud,31.6739,6.1406
HMI,Hami                                    ,42.8414,93.6692
HMJ,  Khmelnitskiy,49.3597,26.9334
HMN,HOLLOMAN AFB,32.8517,-106.1017
HMO,Hermosillo                              ,29.0958,-111.0479
HMV,Hemavan/Tarnaby,65.8061,15.0828
HNA,Hanamaki,39.4286,141.1353
HND,Tokyo Haneda Apt,35.5533,139.7812
HNH,Hoonah                                  ,58.0961,-135.4097
HNL,Honolulu International Apt,21.3187,-157.9224
HNM,Hana,20.7956,-156.0144
HNS,Haines                                  ,59.2438,-135.5235
HOB,Hobbs Lea County Apt,32.6875,-103.2169
HOD,Hodeidah,14.7514,42.9761
HOE,Houeisay                                ,20.5,103.75
HOF,Hofuf                                   ,25.2854,49.4853
HOG,Holguin                                 ,20.7856,-76.315
HOH,HOHENEMS/DORNBIRN,47.3853,9.7006
HOI,Hao                                     ,-18.0644,-140.9569
HOM,Homer,59.6456,-151.4766
HON,Huron                                   ,44.3852,-98.2285
HOP,CAMPBELL AAF (FT CAMPBELL),36.6686,-87.4961
HOQ,HOF-PLAUEN,50.2888,11.8549
HOR,Horta                                   ,38.52,-28.7164
HOT,Hot Springs                             ,34.4781,-93.0961
HOU,Houston Hobby Apt                       ,29.6454,-95.2789
HOV,Orsta/Volda                             ,62.18,6.0743
HPA,HA APAI,-19.7781,-174.3467
HPB,Hooper Bay,61.5239,-166.1466
HPH,Haiphong                                ,20.8207,106.7245
HPN,Westchester County,41.067,-73.7076
HQM,HOQUIAM/BOWERMAN,46.9712,-123.9365
HRB,Harbin,45.6167,126.25
HRE,Harare,-17.9328,31.0939
HRG,Hurghada,27.1786,33.8008
HRI,Hambantota                              ,6.2845,81.1241
HRK,Kharkiv,49.925,36.2917
HRL,Harlingen                               ,26.2285,-97.6544
HRM,HASSI RMEL,32.9327,3.2981
HRO,Harrison                                ,36.2614,-93.1547
HRR,HERRERA INTL,18.4697,-69.9694
HSA,BAY ST LOUIS / STENNIS,30.3678,-89.4547
HSB,HARRISBURG-RALEIGH,37.8113,-88.5503
HSE,HATTERAS BILLY MITCHELL,35.2328,-75.6178
HSG,Saga                                    ,33.1497,130.3022
HSI,HASTINGS MUNI,40.6053,-98.4278
HSK,  Huesca,42.0809,-0.3235
HSL,Huslia                                  ,65.6979,-156.3514
HSM,HORSHAM,-36.6711,142.1733
HSN,Zhoushan,29.9342,122.3622
HST,HOMESTEAD,25.4886,-80.3833
HSV,Huntsville International Airport,34.6372,-86.7751
HSZ,HSINCHU,24.8167,120.9333
HTA,Chita,52.0267,113.305
HTG,KHATANGA,71.9783,102.4933
HTI,Hamilton Island,-20.3583,148.9517
HTL,HOUGHTON LAKE ROSCOMMON CO,44.3597,-84.6711
HTM,Khatgal                                 ,50.4519,100.167
HTN,Hotan,37.0333,79.8667
HTS,Huntington,38.3667,-82.558
HTY,Hatay                                   ,36.5736,36.1539
HUA,REDSTONE AAF(REDSTONE ARSENAL),34.6787,-86.6848
HUE,Humera                                  ,14.25,36.583
HUF,TERRE HAUTE INTL-HULMAN FLD,39.4633,-87.3125
HUH,Huahine                                 ,-16.6881,-151.0261
HUI,HUE / PHUBAI,16.3992,107.7064
HUL,HOULTON,46.1233,-67.7917
HUN,Hualien                                 ,24.0233,121.61
HUQ,  Houn,29.1101,15.9656
HUS,Hughes                                  ,66.0391,-154.2647
HUT,HUTCHINSON MUNI-BUTLER FLD ARP,38.0654,-97.8606
HUU,Huanuco                                 ,-9.9,-76.2167
HUV,HUDIKSVAL,61.7683,17.0806
HUW,Humaita,-7.5336,-63.0505
HUX,Huatulco                                ,15.7753,-96.2626
HUY,Humberside,53.5744,-0.3508
HVA,  Analalava,-14.6297,47.7638
HVB,Hervey Bay,-25.325,152.89
HVD,Khovd                                   ,47.9541,91.6282
HVG,Honningsvag                             ,71.0097,25.9836
HVN,New Haven,41.2638,-72.8868
HVR,Havre,48.5431,-109.7622
HWD,HAYWARD EXECUTIVE,37.6589,-122.1217
HWN,HWANGE NATIONAL PARK,-18.6339,27.0081
HXX,HAY,-34.5317,144.83
HYA,Hyannis,41.6694,-70.2803
HYD,Hyderabad Rajiv Gandhi Intl Arpt        ,17.4534,78.4624
HYG,Hydaburg                                ,55.2063,-132.8283
HYL,Hollis,55.4816,-132.6461
HYN,Taizhou,28.5622,121.4286
HYS,Hays,38.8422,-99.2732
HZB,MERVILLE/CALONNE,50.6167,2.64
HZD,HOLZDORF,51.7678,13.1677
HZG,  Hanzhong,33.0636,107.0081
HZH,Liping                                  ,26.335,109.15
HZK,HUSAVIK,65.9525,-17.4258
IAA,Igarka,67.4417,86.6233
IAB,MC CONNELL AFB,37.6229,-97.2733
IAD,Washington Dulles International Apt,38.9445,-77.4558
IAG,Niagara Falls                           ,43.1073,-78.9462
IAH,Houston George Bush Intercontinental Ap ,29.9844,-95.3414
IAM,In Amenas,28.0514,9.6428
IAN,Kiana,66.976,-160.4365
IAO,Siargao,9.8591,126.014
IAR,Yaroslavl,57.56,40.1567
IAS,Iasi,47.1788,27.62
IBA,Ibadan,7.3608,3.9781
IBE,Ibague,4.4214,-75.1325
IBL,Indigo Bay Lodge,-21.7058,35.4514
IBR,Ibaraki                                 ,36.1817,140.4147
IBZ,Ibiza                                   ,38.8729,1.3731
ICA,ICABARU,4.3333,-61.7333
ICI,Cicia Island,-17.7433,-179.3422
ICK,NIEUW NICKERIE/MAJ. FERNANDES,5.9628,-57.0333
ICN,Seoul Incheon International Airport,37.4625,126.4392
ICR,NICARO,20.6833,-75.5333
ICT,Wichita Mid-Continent Apt,37.6499,-97.4331
IDA,Idaho Falls,43.5145,-112.0702
IDB,IDRE,61.8697,12.6894
IDO,CRISTALANDIA/STA ISABEL DO MOR,-11.5731,-50.6678
IDR,Indore,22.7228,75.8064
IEG,ZIELONA GORA/BABIMOST,52.1385,15.7986
IEJ,IEJIMA,26.7226,127.7866
IEV,Kiev Zhuliany Intl Apt,50.4017,30.4517
IFJ,Isafjordur                              ,66.0581,-23.1353
IFL,INNISFAIL,-17.5611,146.0106
IFN,Esfahan,32.7508,51.8628
IFO,Ivano-Frankivsk                         ,48.885,24.6867
IFP,Bullhead City                           ,35.1611,-114.5595
IGA,Inagua                                  ,20.975,-73.6669
IGD,Igdir                                   ,39.9744,43.88
IGG,Igiugig,59.324,-155.9018
IGH,INGHAM,-18.6656,146.1475
IGL,IZMIR/CIGLI,38.5119,27.0108
IGM,Kingman                                 ,35.2594,-113.9381
IGN,ILIGAN,8.15,124.2083
IGQ,LANSING MUNI CHICAGO,41.5349,-87.5295
IGR,Iguazu,-25.7372,-54.4733
IGS,INGOLSTADT MANCHING,48.7157,11.534
IGU,Foz do Iguacu,-25.6003,-54.485
IHR,Iran Shahr,27.236,60.7196
IIA,INISHMAAN,53.0919,-9.57
IIL,Ilam                                    ,33.5867,46.4047
IIS,  Nissan Island,-4.4997,154.2261
IJK,Izhevsk,56.8333,53.4567
IJX,JACKSONVILLE MUNI,39.7744,-90.2386
IKA,Tehran Imam Khomeini International Apt,35.4161,51.1522
IKE,Ikerasak,70.4956,-51.3031
IKI,Iki                                     ,33.7491,129.7858
IKK,KANKAKEE GREATER KANKAKEE,41.0714,-87.8464
IKO,Nikolski,52.9416,-168.849
IKS,Tiksi                                   ,71.695,128.9
IKT,Irkutsk                                 ,52.2667,104.395
IKV,ANKENY REGL,41.6913,-93.5663
ILA,ILOPANGO INTL,13.697,-89.1166
ILB,PEREIRA BARRETO/ILHA SOLTEIRA,-20.4228,-51.3311
ILD,Lleida,41.7278,0.5358
ILF,ILFORD,56.0614,-95.6139
ILG,Wilmington Greater Wilmington Apt,39.6787,-75.6065
ILI,Iliamna,59.7544,-154.911
ILM,Wilmington,34.2706,-77.9025
ILN,WILMINGTON AIRBORNE PARK,39.4279,-83.7921
ILO,Ilo-Ilo                                 ,10.73,122.5449
ILP,Ile Des Pins,-22.5889,167.4558
ILQ,ILO,-17.6908,-71.3408
ILR,Ilorin,8.44,4.4939
ILY,Islay,55.6819,-6.2567
ILZ,ZILINA,49.2333,18.6136
IMF,Imphal                                  ,24.7636,93.9031
IMK,Simikot,29.9711,81.8189
IML,IMPERIAL MUNI,40.5105,-101.6201
IMO,OWERRI,5.4247,7.2094
IMP,Imperatriz,-5.5303,-47.4578
IMT,Iron Mountain,45.8184,-88.1145
INB,Independence                            ,16.517,-88.433
INC,Yinchuan,38.4819,106.0092
IND,Indianapolis,39.7173,-86.2944
INE,AGADIR/INEZGANE,30.3833,-9.55
INF,IN GUEZZAM,19.5689,5.7489
INH,Inhambane,-23.8667,35.4167
INI,Nis                                     ,43.3373,21.8537
INK,WINKLER CO,31.7797,-103.2014
INL,International Falls,48.5662,-93.4031
INN,Innsbruck                               ,47.2603,11.3439
INT,Winston-Salem,36.1336,-80.2219
INU,Nauru Island,-0.5467,166.9167
INV,Inverness                               ,57.5425,-4.0475
INW,WINSLOW,35.0218,-110.7225
INZ,In Salah,27.2536,2.51
IOA,Ioannina,39.6983,20.8225
IOM,Isle Of Man,54.0833,-4.6239
ION,  Impfondo,1.5894,18.0467
IOQ,Isotoq,65.53,-38.98
IOS,Ilheus                                  ,-14.815,-39.0333
IOT,Illorsuit                               ,71.2417,-53.5667
IPA,Ipota                                   ,-18.8783,169.3081
IPC,Easter Island                           ,-27.1647,-109.4219
IPG,SANTO ANTONIO DO ICA,-2.9333,-69.6942
IPH,Ipoh,4.5692,101.0931
IPI,Ipiales,0.8619,-77.6717
IPJ,LINCOLTON CO REGIONAL,35.4833,-81.1613
IPL,Imperial County Apt,32.8342,-115.5787
IPN,Ipatinga,-19.4706,-42.4878
IPT,Williamsport,41.2418,-76.9211
IPU,IPIAU,-14.1333,-39.7333
IQA,AL ASAD AB,33.7856,42.4412
IQM,  Qiemo,38.1494,85.5328
IQN,Qingyang,35.7997,107.6028
IQQ,Iquique,-20.5353,-70.1814
IQT,Iquitos,-3.7847,-73.3088
IRA,Kirakira,-10.449,161.897
IRC,Circle                                  ,65.8279,-144.0762
IRD,ISHURDI,24.1526,89.0494
IRE,IRECE,-11.3394,-41.8522
IRG,Lockhart River,-12.7883,143.3047
IRI,  Iringa,-7.6686,35.7521
IRJ,La Rioja,-29.3892,-66.8025
IRK,Kirksville                              ,40.093,-92.544
IRM,Igrim                                   ,63.2,64.4333
IRN,NOSHAHR,36.6633,51.4647
IRO,BIRAO,10.2333,22.7167
IRZ,Santa Isabel Rio Negro,-0.3803,-64.996
ISA,Mount Isa,-20.6633,139.4883
ISB,Islamabad,33.6172,73.1
